species,margin1,margin2,margin3,margin4,margin5,margin6,margin7,margin8,margin9,margin10,margin11,margin12,margin13,margin14,margin15,margin16,margin17,margin18,margin19,margin20,margin21,margin22,margin23,margin24,margin25,margin26,margin27,margin28,margin29,margin30,margin31,margin32,margin33,margin34,margin35,margin36,margin37,margin38,margin39,margin40,margin41,margin42,margin43,margin44,margin45,margin46,margin47,margin48,margin49,margin50,margin51,margin52,margin53,margin54,margin55,margin56,margin57,margin58,margin59,margin60,margin61,margin62,margin63,margin64,shape1,shape2,shape3,shape4,shape5,shape6,shape7,shape8,shape9,shape10,shape11,shape12,shape13,shape14,shape15,shape16,shape17,shape18,shape19,shape20,shape21,shape22,shape23,shape24,shape25,shape26,shape27,shape28,shape29,shape30,shape31,shape32,shape33,shape34,shape35,shape36,shape37,shape38,shape39,shape40,shape41,shape42,shape43,shape44,shape45,shape46,shape47,shape48,shape49,shape50,shape51,shape52,shape53,shape54,shape55,shape56,shape57,shape58,shape59,shape60,shape61,shape62,shape63,shape64,texture1,texture2,texture3,texture4,texture5,texture6,texture7,texture8,texture9,texture10,texture11,texture12,texture13,texture14,texture15,texture16,texture17,texture18,texture19,texture20,texture21,texture22,texture23,texture24,texture25,texture26,texture27,texture28,texture29,texture30,texture31,texture32,texture33,texture34,texture35,texture36,texture37,texture38,texture39,texture40,texture41,texture42,texture43,texture44,texture45,texture46,texture47,texture48,texture49,texture50,texture51,texture52,texture53,texture54,texture55,texture56,texture57,texture58,texture59,texture60,texture61,texture62,texture63,texture64
Cornus_Macrophylla,0.050781,0.080078,0.015625,0.011719,0.003906,0.085938,0.025391,0,0.011719,0.025391,0.056641,0,0.13477,0.003906,0,0,0.015625,0.037109,0.011719,0.023438,0.005859,0,0,0,0,0.005859,0,0.003906,0.021484,0.003906,0,0,0.035156,0.001953,0.029297,0.027344,0.015625,0.001953,0.001953,0.001953,0,0.033203,0,0.001953,0.015625,0,0.005859,0,0,0.001953,0.064453,0,0.003906,0.001953,0,0,0.017578,0.019531,0.019531,0.013672,0,0.001953,0.046875,0.001953,0.00097575,0.00091548,0.00085687,0.00079967,0.00074272,0.00068654,0.00062796,0.00057327,0.00051957,0.0004652,0.00041281,0.00035965,0.00031227,0.00026733,0.00023006,0.00020267,0.00019385,0.00020453,0.00022635,0.00026418,0.00030516,0.00035737,0.00040947,0.00046463,0.00051869,0.00057499,0.00063238,0.00069097,0.00074916,0.00080739,0.00086626,0.00092351,0.00093471,0.00088627,0.00082785,0.00077003,0.0007126,0.00065581,0.00060026,0.00054564,0.0004913,0.00043988,0.00038937,0.00033993,0.00029498,0.00025393,0.00022631,0.00020064,0.00020693,0.00023006,0.0002623,0.00029931,0.00034345,0.00039232,0.0004418,0.00049496,0.00054712,0.00060263,0.00066098,0.00071845,0.00077736,0.00083662,0.00089742,0.00095986,0,0.073242,0.045898,0.001953,0,0.027344,0.000977,0.022461,0.09668,0,0.001953,0,0.010742,0.024414,0,0,0.10742,0.004883,0,0.080078,0,0.001953,0.056641,0.004883,0.053711,0,0.011719,0.015625,0.016602,0.019531,0.02832,0,0,0,0.024414,0,0,0.00293,0.003906,0,0.010742,0.005859,0.05957,0.00293,0.006836,0.00293,0.055664,0.000977,0.004883,0.003906,0,0,0.005859,0.000977,0,0,0,0,0.041016,0,0,0,0.003906,0.055664
Cotinus_Coggygria,0.03125,0.11523,0.027344,0.003906,0.001953,0.13281,0.029297,0.005859,0,0.052734,0.046875,0,0.10352,0,0,0,0.029297,0.009766,0.005859,0.019531,0,0,0,0,0,0.001953,0,0.001953,0.011719,0,0,0,0.027344,0.001953,0.042969,0.046875,0.009766,0,0.001953,0,0,0.035156,0,0,0.009766,0,0.005859,0,0,0,0.070312,0,0.015625,0,0.001953,0,0.013672,0.005859,0.009766,0.025391,0.001953,0,0.042969,0,0.00088473,0.00084825,0.00079281,0.00073994,0.00069628,0.00065763,0.00061708,0.00059558,0.00055105,0.00051627,0.00049972,0.00045193,0.00042546,0.00037973,0.00034433,0.00034353,0.00033553,0.00034309,0.0003605,0.0003823,0.00041684,0.00044177,0.00047817,0.00050532,0.00053508,0.00056007,0.00059785,0.00064695,0.00070103,0.00075818,0.00081892,0.00088278,0.00094632,0.00088487,0.00082026,0.0007577,0.00068841,0.00062541,0.00057656,0.00052519,0.00049241,0.00045924,0.00042057,0.00042416,0.00039247,0.00043008,0.00041125,0.00041139,0.00038626,0.00043316,0.00043015,0.00045213,0.00043383,0.00048141,0.00047972,0.00053913,0.00054111,0.00060136,0.0006225,0.00065558,0.00070486,0.00073928,0.00077354,0.0008195,0.012695,0,0.007812,0,0.088867,0,0.029297,0.035156,0,0,0.010742,0.20605,0.007812,0.006836,0,0.016602,0,0,0.023438,0.005859,0.005859,0.019531,0.014648,0,0,0,0,0.00293,0.055664,0.005859,0.082031,0.006836,0,0.011719,0.008789,0.00293,0,0.030273,0,0.008789,0,0.006836,0,0,0.013672,0.001953,0.03418,0.050781,0.00293,0.055664,0.000977,0.023438,0,0.052734,0.024414,0,0.006836,0,0.015625,0,0,0.001953,0.000977,0
Crataegus_Monogyna,0.001953,0.003906,0.03125,0.023438,0.025391,0,0.013672,0,0,0.009766,0.003906,0.042969,0.007812,0.005859,0.039062,0,0.025391,0.009766,0.005859,0.009766,0.003906,0.017578,0.007812,0.048828,0.023438,0.011719,0.005859,0.011719,0.017578,0.001953,0.017578,0.017578,0.005859,0,0.003906,0.007812,0.011719,0.013672,0.046875,0.013672,0.009766,0.003906,0.03125,0.009766,0.015625,0.009766,0.023438,0.097656,0.015625,0.015625,0.003906,0,0.035156,0.03125,0.046875,0.009766,0.005859,0.011719,0.025391,0.015625,0,0.013672,0.019531,0,0.0005966,0.00062212,0.00063133,0.00065971,0.00071799,0.00073582,0.00077433,0.00080992,0.00082868,0.00084492,0.000837,0.00080332,0.00082629,0.00078339,0.00081198,0.00082329,0.00079038,0.00075303,0.00072884,0.00070256,0.00067337,0.00066225,0.00063941,0.00068107,0.00061849,0.0006147,0.0006174,0.000611,0.00063081,0.0006625,0.00067552,0.00063266,0.00066597,0.00068922,0.00067274,0.00071205,0.00074781,0.00068736,0.00068267,0.00073392,0.00079461,0.0007711,0.00081036,0.00082943,0.00080135,0.00081009,0.00079894,0.00083248,0.00077941,0.00076689,0.00077997,0.00073832,0.00069777,0.00067474,0.00070597,0.00070925,0.00067597,0.0006467,0.00063987,0.00064489,0.0006337,0.00060798,0.00060016,0.00062211,0.005859,0,0,0.052734,0,0.000977,0.009766,0,0.001953,0.12988,0.038086,0,0.003906,0.010742,0,0.012695,0,0,0.035156,0.001953,0,0.021484,0.00293,0.019531,0.010742,0.039062,0.005859,0,0.023438,0.009766,0.019531,0.003906,0.080078,0,0.006836,0.000977,0.046875,0,0.039062,0.035156,0.029297,0.018555,0.004883,0,0.007812,0,0.019531,0,0.017578,0.047852,0.022461,0.021484,0.035156,0.025391,0,0.000977,0,0.004883,0.013672,0,0,0.042969,0.009766,0.008789
Cytisus_Battandieri,0.050781,0.042969,0.011719,0.035156,0.001953,0.048828,0.017578,0,0.005859,0.03125,0.046875,0,0.072266,0.001953,0,0,0.037109,0.046875,0.005859,0.025391,0,0,0,0,0.001953,0.013672,0,0.001953,0.064453,0.015625,0,0,0.042969,0,0.044922,0.03125,0.007812,0,0,0,0,0.017578,0,0.005859,0.044922,0,0,0,0.001953,0,0.054688,0,0.009766,0,0.017578,0,0.025391,0.025391,0.015625,0.007812,0,0,0.066406,0,0.00045337,0.00047459,0.00051965,0.00053887,0.0005713,0.00060627,0.0006492,0.00070192,0.00075238,0.00078313,0.00081375,0.00086812,0.00091999,0.00085092,0.00082082,0.00080587,0.00076351,0.00072038,0.00067758,0.00063788,0.00060505,0.0005636,0.00052773,0.00048999,0.00046985,0.00045924,0.00042217,0.00040351,0.00040508,0.00042839,0.00040222,0.00043484,0.00047462,0.00046323,0.00050698,0.00055533,0.00056714,0.00062123,0.00068464,0.00070004,0.0007638,0.00079555,0.00086232,0.00089686,0.00093655,0.00094659,0.00092489,0.00085607,0.00083634,0.00077618,0.00074157,0.00069527,0.00064139,0.00061008,0.00056003,0.00054247,0.0004949,0.00045714,0.00043959,0.00042656,0.0004062,0.0004156,0.0003985,0.00041959,0,0.001953,0,0,0,0.058594,0,0,0.013672,0,0.13965,0,0.000977,0.024414,0.044922,0,0.010742,0,0,0,0,0.026367,0,0.00293,0,0.049805,0,0,0.038086,0,0.013672,0,0,0,0,0,0.00293,0,0,0,0,0.018555,0,0,0,0,0,0,0.06543,0.056641,0.051758,0,0.008789,0.000977,0,0,0,0.13574,0.00293,0.073242,0,0.1377,0.019531,0
Eucalyptus_Glaucescens,0.027344,0.044922,0.009766,0.058594,0,0.14258,0,0.005859,0.003906,0.013672,0.044922,0,0.041016,0.001953,0,0,0.005859,0.050781,0.005859,0.023438,0,0,0,0,0.001953,0.013672,0,0.005859,0.046875,0.025391,0,0,0.03125,0.001953,0.011719,0.015625,0.015625,0.011719,0.001953,0,0,0.033203,0.001953,0.009766,0.10156,0,0,0,0,0,0.027344,0,0,0,0,0,0.013672,0.060547,0.027344,0.013672,0.001953,0,0.044922,0,0.00095797,0.00093886,0.00087036,0.00081343,0.00076079,0.00072858,0.00068436,0.0006346,0.0005972,0.00054505,0.00052052,0.00047424,0.00045244,0.00042016,0.00041694,0.00040189,0.00041956,0.0004105,0.00043816,0.00044774,0.00047582,0.00050595,0.00054528,0.00057885,0.00062689,0.00066466,0.00071785,0.00076244,0.00081581,0.00086134,0.00091666,0.00098289,0.0010386,0.00099395,0.00093632,0.0008719,0.00081061,0.00075646,0.00070025,0.00065258,0.00061366,0.00056408,0.00052459,0.0004932,0.00046392,0.00045888,0.00043208,0.00041949,0.00040699,0.00041713,0.00041425,0.00043374,0.0004472,0.00047443,0.00050581,0.00055198,0.00058535,0.00061962,0.00066536,0.00072836,0.00076034,0.00080225,0.00084061,0.0008855,0.074219,0.012695,0.016602,0.006836,0.015625,0.014648,0.004883,0.022461,0.052734,0.014648,0,0,0.013672,0.014648,0,0,0.027344,0,0.007812,0.03125,0,0,0.011719,0.000977,0,0.000977,0.030273,0.003906,0.014648,0.013672,0.009766,0,0.000977,0.11816,0.018555,0,0,0.017578,0.019531,0.007812,0.005859,0.001953,0.010742,0.081055,0.003906,0.083008,0.017578,0.001953,0.007812,0.017578,0,0,0.001953,0.006836,0.056641,0,0.005859,0,0.022461,0,0,0,0.024414,0.051758
Eucalyptus_Neglecta,0.064453,0.14648,0.009766,0.005859,0,0.13477,0.003906,0,0.005859,0.009766,0.085938,0.001953,0.10156,0.001953,0,0,0.003906,0.058594,0.011719,0.007812,0,0,0,0,0.001953,0,0,0.001953,0.033203,0,0,0,0.011719,0,0.017578,0.029297,0,0.009766,0.001953,0,0,0.015625,0.007812,0,0.029297,0,0,0,0,0,0.087891,0,0,0,0,0,0.005859,0.007812,0.041016,0.017578,0,0,0.023438,0.001953,0.0010681,0.0010031,0.00094059,0.00087668,0.00081416,0.00075689,0.00069633,0.00063869,0.00058173,0.00053036,0.0004808,0.00043926,0.00040411,0.00037059,0.00032996,0.00029691,0.00028748,0.0002999,0.00032115,0.00034948,0.00037386,0.00035165,0.00037961,0.00042841,0.00047658,0.0005285,0.00058078,0.00061206,0.00065849,0.00071852,0.00077749,0.00084063,0.00085049,0.0007868,0.00072727,0.00068628,0.00062973,0.0006082,0.00059298,0.00054027,0.00048553,0.00043363,0.00039547,0.00040176,0.00036263,0.00031923,0.00028508,0.00026836,0.00028474,0.00030476,0.00032031,0.00035206,0.000391,0.00045138,0.00049806,0.00054794,0.00060277,0.00065645,0.00071731,0.00077709,0.00084026,0.00090379,0.00096355,0.0010285,0.092773,0.016602,0.008789,0.015625,0.003906,0,0.041992,0.026367,0,0.001953,0.00293,0,0,0,0,0,0.006836,0.018555,0.001953,0.017578,0,0,0.021484,0.003906,0.019531,0.001953,0.035156,0.006836,0.03418,0.001953,0.030273,0,0,0.040039,0.015625,0,0,0.1377,0.039062,0.003906,0.000977,0,0.040039,0.007812,0.004883,0.036133,0.047852,0,0,0.003906,0,0,0.011719,0.004883,0.00293,0,0.075195,0.000977,0.008789,0,0,0.00293,0,0.10352
Eucalyptus_Urnigera,0.042969,0.082031,0.017578,0.009766,0,0.10547,0.017578,0,0.007812,0.050781,0.054688,0,0.052734,0.001953,0.003906,0,0.023438,0.011719,0.007812,0.025391,0.011719,0,0,0,0,0.025391,0,0.003906,0.019531,0.015625,0,0,0.050781,0,0.044922,0.046875,0.013672,0.015625,0,0,0,0.021484,0.017578,0.007812,0.017578,0,0.011719,0.003906,0.001953,0.007812,0.03125,0,0.023438,0,0.005859,0,0.011719,0.019531,0.015625,0.015625,0,0,0.023438,0,0.00066802,0.00061908,0.00057025,0.0005231,0.00047606,0.00042962,0.00038644,0.00034298,0.0002994,0.00025879,0.00022263,0.00018905,0.00016463,0.00014805,0.00014831,0.00015778,0.0001756,0.0002075,0.0002432,0.00028299,0.00032286,0.00036264,0.00040424,0.00044949,0.00049506,0.00054018,0.00058856,0.00063353,0.00067785,0.00072839,0.0007803,0.00083172,0.00081637,0.00076653,0.00071889,0.00067382,0.00062501,0.0005743,0.00052876,0.00048261,0.00043868,0.00039275,0.00034861,0.00030515,0.00025416,0.00021079,0.00016947,0.00013893,0.00011059,0.00011038,0.00012919,0.00015991,0.00019608,0.00023964,0.00028846,0.00033387,0.00038356,0.00043179,0.00048104,0.0005319,0.00058188,0.00063208,0.00068401,0.00071856,0.004883,0.001953,0.00293,0.006836,0,0.010742,0,0.001953,0.012695,0.050781,0,0,0.005859,0.007812,0,0,0.00293,0,0.004883,0.004883,0,0,0.005859,0.004883,0.009766,0,0.15723,0,0.011719,0.008789,0.009766,0,0.008789,0,0.005859,0,0,0,0.045898,0.008789,0.37402,0,0.014648,0.16504,0.00293,0,0.003906,0,0.004883,0.004883,0,0,0.00293,0.001953,0.000977,0,0,0,0.007812,0,0,0,0.009766,0.009766
Fagus_Sylvatica,0.03125,0.029297,0.080078,0.001953,0.011719,0.076172,0.039062,0,0,0.03125,0.013672,0.005859,0.050781,0,0.025391,0,0.025391,0.013672,0,0.013672,0.001953,0,0,0,0,0.007812,0,0.003906,0.019531,0.015625,0,0,0.009766,0,0.033203,0.03125,0.042969,0.033203,0.017578,0.005859,0.001953,0.003906,0.005859,0.013672,0.007812,0.003906,0.009766,0.021484,0,0,0.025391,0,0.005859,0,0.052734,0,0.023438,0.017578,0.009766,0.007812,0.007812,0,0.10742,0.001953,0.00058264,0.00058419,0.00055979,0.00058432,0.00057149,0.00055527,0.00057328,0.00059354,0.00061111,0.00063184,0.00066646,0.00069419,0.00070535,0.00072407,0.00072138,0.00072068,0.00073499,0.00078343,0.00071767,0.0007286,0.00070352,0.00069044,0.00066448,0.00063722,0.00063037,0.00062368,0.00061139,0.00058643,0.00058962,0.0005633,0.00057598,0.00058138,0.0005616,0.00058644,0.00058542,0.00056799,0.00058358,0.00060805,0.00061399,0.00060206,0.00063856,0.00062589,0.00067911,0.0006954,0.0007217,0.00074726,0.00075303,0.00075843,0.00078849,0.0007879,0.00076174,0.00074926,0.00073464,0.00073039,0.0006813,0.00067447,0.0006377,0.00062076,0.00059244,0.00056795,0.00058752,0.00057676,0.00057558,0.00055961,0.026367,0.008789,0.007812,0.003906,0.081055,0,0.022461,0.026367,0.017578,0.001953,0.007812,0.064453,0.000977,0,0,0,0.014648,0,0.001953,0.009766,0,0,0.019531,0.001953,0.005859,0.000977,0.011719,0.008789,0.008789,0.003906,0.004883,0,0.000977,0.070312,0.010742,0,0,0.060547,0.007812,0.021484,0,0,0.007812,0.035156,0.046875,0.010742,0.006836,0.045898,0.000977,0.010742,0,0,0.005859,0.004883,0.21289,0,0.052734,0.00293,0.008789,0,0,0,0,0.012695
Ginkgo_Biloba,0.023438,0.037109,0.056641,0.003906,0.007812,0.0625,0.039062,0,0.007812,0.005859,0.013672,0.011719,0.068359,0,0.019531,0,0.015625,0.017578,0.011719,0.005859,0.019531,0,0.005859,0.001953,0,0.017578,0,0.013672,0.033203,0.003906,0,0,0.015625,0,0.009766,0.001953,0.013672,0.050781,0.029297,0.013672,0,0.011719,0.013672,0.017578,0.001953,0.007812,0.044922,0.050781,0,0,0.013672,0.001953,0.041016,0,0.060547,0,0.003906,0.013672,0.027344,0,0,0,0.048828,0.001953,0.00056055,0.00063014,0.00060937,0.00055844,0.00061154,0.00065695,0.00069057,0.00069014,0.00068479,0.00066114,0.00064679,0.00064253,0.00063519,0.00063604,0.00061935,0.00060877,0.00059704,0.00058058,0.00057134,0.00056491,0.00056592,0.00055708,0.00056443,0.0005552,0.00055813,0.00058778,0.0006025,0.00062722,0.00065675,0.00067943,0.0006945,0.00070033,0.00077326,0.00077818,0.00071917,0.00068264,0.00061988,0.00061174,0.0006041,0.00061634,0.00058361,0.0005879,0.00063116,0.00057369,0.00057071,0.00057926,0.00061383,0.00059851,0.00059026,0.00059818,0.00059974,0.00061102,0.00062847,0.00063391,0.00063714,0.00064525,0.00063858,0.00063378,0.00062639,0.00061851,0.00061318,0.00059486,0.00054814,0.00053415,0.21289,0,0,0.000977,0.004883,0,0.011719,0,0,0.11621,0,0,0,0,0,0,0,0,0.000977,0,0,0,0,0,0.000977,0,0.071289,0,0,0,0,0,0.041016,0.088867,0,0,0.008789,0.00293,0.006836,0.016602,0.035156,0,0,0.2168,0.001953,0.023438,0,0.001953,0,0,0,0,0,0,0.12012,0,0.005859,0,0,0,0,0,0,0.009766
Ilex_Aquifolium,0.011719,0.025391,0.048828,0.003906,0.001953,0.17578,0.001953,0,0.007812,0.005859,0,0.017578,0.14063,0.009766,0.015625,0,0,0.007812,0,0.005859,0.037109,0.003906,0,0,0.011719,0.005859,0.007812,0.003906,0.058594,0.001953,0.003906,0.001953,0.001953,0,0.003906,0.013672,0.025391,0.041016,0.011719,0.003906,0,0.001953,0.042969,0.001953,0,0,0.033203,0.035156,0.001953,0.013672,0.044922,0,0.003906,0.001953,0.001953,0.007812,0.009766,0,0.023438,0,0,0,0.056641,0,0.001033,0.0010577,0.0010179,0.00096099,0.00089996,0.00084478,0.00078918,0.00074202,0.00069624,0.00065355,0.00062033,0.0005874,0.00056786,0.00054488,0.00053009,0.00051933,0.00052151,0.00052618,0.00053724,0.00056521,0.00058505,0.00061011,0.00064161,0.00067221,0.000712,0.00075327,0.00079687,0.00084935,0.00089198,0.00091,0.00089687,0.00096548,0.00093923,0.00086797,0.00088306,0.00089092,0.00086823,0.00082704,0.00078558,0.00074502,0.00071025,0.0006813,0.00065565,0.00063007,0.00060502,0.00057372,0.00055163,0.00054548,0.00053745,0.00053173,0.00054103,0.0005501,0.00056648,0.00057559,0.00059861,0.00062967,0.00065436,0.00068509,0.00072996,0.00077793,0.00082766,0.00087512,0.00093468,0.00098541,0,0.018555,0.012695,0,0.041992,0.001953,0,0.032227,0,0.00293,0,0.41211,0.003906,0,0,0,0.023438,0.027344,0.000977,0.011719,0,0,0,0,0,0,0.003906,0.004883,0,0.013672,0,0,0,0.011719,0.013672,0,0,0.003906,0,0,0,0,0,0.072266,0,0.014648,0,0.047852,0,0,0,0,0,0,0.22363,0,0,0,0,0,0,0,0,0
Ilex_Cornuta,0.052734,0.039062,0.03125,0.005859,0,0.095703,0.011719,0,0.005859,0.046875,0.042969,0,0.019531,0.001953,0.001953,0,0.011719,0.042969,0,0.039062,0.009766,0,0,0,0,0.011719,0,0.001953,0.033203,0.015625,0,0,0.052734,0,0.068359,0.058594,0.011719,0.007812,0.001953,0.001953,0,0.009766,0.013672,0.003906,0.044922,0.001953,0.015625,0.007812,0,0,0.076172,0,0,0,0,0,0.033203,0.029297,0.003906,0.001953,0,0,0.03125,0.001953,0.000487,0.0004418,0.00040315,0.00038078,0.00034819,0.00029544,0.000334,0.00038947,0.00045749,0.00041847,0.00040923,0.00038229,0.0003541,0.00036391,0.0004304,0.00039528,0.00038746,0.00036106,0.00034054,0.00026312,0.00030571,0.00027319,0.00034323,0.00038581,0.00034904,0.000391,0.00040488,0.0004331,0.00041962,0.000351,0.00034175,0.00036168,0.00036857,0.00041095,0.00042228,0.00045554,0.00045632,0.000396,0.00033086,0.00026772,0.00031011,0.00035169,0.00037823,0.00038957,0.00041136,0.00045239,0.00043482,0.00037851,0.0003198,0.0002417,0.00026137,0.00031594,0.00034964,0.00040017,0.00044504,0.00041642,0.00037635,0.00033855,0.00029492,0.00023069,0.00023036,0.00030402,0.00037177,0.00042132,0.071289,0.007812,0.010742,0.008789,0.007812,0.043945,0.017578,0.006836,0.004883,0.029297,0.00293,0,0.014648,0,0,0,0.007812,0.012695,0.013672,0.009766,0,0.001953,0.005859,0.004883,0.007812,0.004883,0.081055,0.018555,0.003906,0.014648,0.003906,0.001953,0.000977,0.10449,0.013672,0,0.001953,0.043945,0.041992,0.016602,0,0,0.014648,0.12891,0.006836,0.056641,0.004883,0.000977,0.004883,0,0.007812,0,0.004883,0.010742,0.022461,0.00293,0.009766,0.006836,0.00293,0,0,0.000977,0,0.069336
Liquidambar_Styraciflua,0,0,0.009766,0.10938,0.048828,0,0,0,0.017578,0.001953,0.009766,0.007812,0.003906,0.005859,0.001953,0,0.009766,0.003906,0.019531,0.001953,0.011719,0.007812,0,0,0.005859,0.046875,0,0.074219,0.007812,0.0625,0.005859,0,0.019531,0,0,0.001953,0.019531,0.013672,0.005859,0.013672,0.097656,0.027344,0.011719,0.060547,0.033203,0.007812,0.007812,0.001953,0,0.013672,0.005859,0,0.017578,0.029297,0,0.001953,0.001953,0.033203,0.042969,0.042969,0,0.007812,0.001953,0.003906,0.0011024,0.0010472,0.00099474,0.00095486,0.00089584,0.0008117,0.0007507,0.00070824,0.00066484,0.00066921,0.00067293,0.00064312,0.00060126,0.00059966,0.00069967,0.00079938,0.00071565,0.00060899,0.00061173,0.00063194,0.00063976,0.0006448,0.00067997,0.00071358,0.00075324,0.00078649,0.0008028,0.00077985,0.00082825,0.00092892,0.0010362,0.0011374,0.0012194,0.0012678,0.0011889,0.0010826,0.0009722,0.00086029,0.00075628,0.00065716,0.00055837,0.00055444,0.00058899,0.00062789,0.00068597,0.00075464,0.00082712,0.00091705,0.00084073,0.00073863,0.00062288,0.00054623,0.00048595,0.00042095,0.00034526,0.0003155,0.00043643,0.00055349,0.00066471,0.00078438,0.00088499,0.00099125,0.0010917,0.0011492,0.00293,0.010742,0.00293,0.000977,0.10352,0,0.001953,0.053711,0.011719,0,0.026367,0.40137,0,0.001953,0,0,0.001953,0,0.008789,0.025391,0,0.035156,0.010742,0.000977,0,0.001953,0,0,0.041016,0,0.026367,0,0,0.005859,0.003906,0,0,0.005859,0,0,0,0,0.000977,0,0.006836,0.00293,0.020508,0.042969,0,0.075195,0.001953,0,0,0.011719,0.022461,0,0,0,0.017578,0,0,0.010742,0,0
Liriodendron_Tulipifera,0.056641,0.058594,0.046875,0.005859,0,0.11523,0.023438,0,0.003906,0.023438,0.046875,0,0.10547,0.001953,0.009766,0,0.013672,0.013672,0.005859,0.011719,0.003906,0,0,0,0,0.007812,0,0.001953,0.023438,0.001953,0,0,0.037109,0,0.025391,0.019531,0.021484,0.021484,0.003906,0,0,0.033203,0.011719,0,0.001953,0,0.003906,0.029297,0,0.001953,0.035156,0.001953,0.011719,0,0.011719,0,0.011719,0.027344,0.042969,0.003906,0,0.001953,0.056641,0.001953,0.00055377,0.00047321,0.00041069,0.00035354,0.0004158,0.00052904,0.00046502,0.00040151,0.00030968,0.00031677,0.00027779,0.0003351,0.00042194,0.00049512,0.00050691,0.0003834,0.00033127,0.00040087,0.00046861,0.00055425,0.00060867,0.00049918,0.00039264,0.00028966,0.00021592,0.00026966,0.00034314,0.0004118,0.00048024,0.00057007,0.00066247,0.00062124,0.00051434,0.0004013,0.00027514,0.00015068,0.00015036,0.00024421,0.00033342,0.00042461,0.00049459,0.0005837,0.00067167,0.00056842,0.00046497,0.00037662,0.00028128,0.0001915,9.9645E-05,0.0001139,0.00023721,0.00035784,0.00046773,0.00058875,0.00068355,0.00058884,0.00049999,0.0004146,0.00033632,0.00026787,0.0002847,0.00038375,0.00048846,0.00058625,0.027344,0.005859,0.003906,0.029297,0.010742,0,0.037109,0.012695,0.00293,0.014648,0.004883,0,0.003906,0.005859,0,0,0.000977,0.001953,0.055664,0.006836,0,0.009766,0.029297,0.021484,0.015625,0.014648,0.044922,0.000977,0.007812,0.007812,0.026367,0.005859,0.015625,0.03125,0.007812,0.005859,0.000977,0.073242,0.03125,0.048828,0.003906,0.000977,0.037109,0.022461,0.045898,0.020508,0.024414,0,0.017578,0.010742,0,0.022461,0.02832,0.021484,0.001953,0,0.045898,0.005859,0.006836,0,0,0.013672,0.000977,0.044922
Lithocarpus_Cleistocarpus,0.060547,0.125,0.007812,0.001953,0,0.15625,0.001953,0,0.005859,0.013672,0.070312,0.001953,0.10352,0,0.003906,0,0.003906,0.015625,0.007812,0.009766,0,0,0,0,0,0,0,0,0.017578,0.001953,0,0.001953,0.025391,0,0.029297,0.033203,0.007812,0.009766,0.001953,0,0,0.023438,0.001953,0,0.015625,0,0.007812,0.017578,0,0,0.11133,0,0,0,0.003906,0,0.007812,0.035156,0.005859,0.023438,0,0,0.025391,0.001953,0.00042708,0.00041915,0.00039732,0.00038087,0.00042637,0.00043635,0.0003811,0.0003277,0.00033202,0.00038148,0.00039905,0.00035837,0.00032775,0.00030205,0.00028095,0.00026342,0.00025679,0.00027724,0.00028751,0.00025998,0.00027461,0.00030455,0.00034169,0.00031868,0.00035529,0.00037136,0.00038667,0.00042544,0.00041338,0.00035299,0.00029556,0.00034126,0.00039186,0.0003931,0.00037897,0.00042145,0.00041097,0.0004546,0.00045572,0.00039377,0.0003473,0.00032056,0.00027698,0.00021866,0.00016033,0.00017374,0.00021784,0.00026674,0.00032297,0.00030547,0.00034018,0.00039385,0.00040806,0.00035279,0.00030407,0.00027307,0.00022182,0.00018154,0.00021538,0.00028514,0.00030921,0.00034784,0.00039194,0.00045117,0.007812,0.032227,0.037109,0,0.17383,0,0.001953,0.097656,0,0,0,0.026367,0,0,0,0,0.025391,0.06543,0,0.021484,0,0,0.003906,0,0,0,0,0.080078,0,0.009766,0,0,0,0.06543,0.037109,0,0,0.032227,0,0,0,0,0,0,0,0.083984,0.001953,0.063477,0,0,0,0,0,0,0.10156,0,0.027344,0,0,0,0,0,0,0.003906
